rank,char,pinyin,pinyin_no_accents,meaning,alternative,alternative2,trad1,trad2
797,洋,yáng,yang,"(=海洋 hǎiyáng) ocean; 太平洋 Tàipíng Yáng Pacific Ocean",,,,
797,洋,yāng,yang,"暖洋洋 nuǎnyāngyāng warm",,,,
798,丝,sī,si,"silk, thread",,,絲,
799,湖,hú,hu,"lake; 湖泊 húpō lakes; 湖南 Húnán; 湖北 Húběi",,,,
800,睡,shuì,shui,"(=睡觉 shuìjiào) sleep",,,,
801,劳,láo,lao,"(=劳动 láodòng) labor",,,勞,
801,劳,lào,lao,"encourage, console",,,,
802,妇,fù,fu,"(=妇女 fùnǚ) woman; 夫妇 fūfù married couple",,,婦,
803,伯,bó,bo,"eldest brother, uncle",,,,
803,伯,bǎi,bai,"大伯子 dàbǎizi eldest brother of one's husband",,,,
803,伯,bai,bai,"叔伯 shūbai cousinship on father's side",,,,
803,伯,bà,ba,(=霸),,,,
804,尼,ní,ni,"尼姑 Buddhist nun; 尼加拉瓜 Níjiālāguā Nicaragua; 尼龙 nílóng nylon",,,,
805,皮,pí,pi,"(=皮肤 pífū) skin",,,,
806,祖,zǔ,zu,"(祖先 zǔxiān) ancestor; 祖母 zǔmǔ grandmother",,,,
807,雄,xióng,xiong,"powerful, male; 英雄 yīngxióng hero; 雄伟 xióngwěi grand; 雄鸡 xióngjī rooster",,,,
808,婚,hūn,hun,"(=结婚 jíehūn) marry; 婚礼 hūnlǐ wedding; 婚姻 hūnyīn marriage",,,,
809,康,kāng,kang,"健康 jiànkāng health; 康熙字典 Kāngxī Zìdiǎn dictionary compiled in the Kangzi period",,,,
810,评,píng,ping,"criticize, comment, review",,,評,
811,追,zhuī,zhui,pursue,,,,
812,哈,hā,ha,"exhale, sip, aha!, <the sound of laughter, etc.>",,,,
812,哈,hǎ,ha,"<family name>",,,,
812,哈,hà,ha,"哈撒 hàsa shake, swing; 哈什蚂 hàshimǎ Chinese forest frog",,,,
813,络,luò,luo,"net, twine",,,絡,
813,络,lào,lao,"挂络 guàlào involvement, implication",,,,
814,店,diàn,dian,"(=商店 shāngdiàn) store, shop; 饭店 fàndiàn restaurant",,,,
815,翻,fān,fan,"turn over; 翻译 fānyì translate",,,,
816,环,huán,huan,"ring; 环境 huánjìng environment, surroundings",,,環,
817,礼,lǐ,li,"ceremony; 婚礼 hūnlǐ wedding; 礼貌 lǐmào polite",,,禮,
818,跑,pǎo,pao,run,,,,
818,跑,páo,pao,"paw the earth",,,,
819,超,chāo,chao,"(=超过 chāoguò) go past, exceed, (=超级 chāojí) super",,,,
820,叶,yè,ye,"(F葉) leaf (of a plant)",,,,
820,叶,xié,xie,harmonize,,,,
821,压,yā,ya,"press, pressure",,,壓,
821,压,yà,ya,"压根 yàgēn from the start, in the first place, altogether, entirely, totally, at all, simply",,,,
822,占,zhān,zhan,"fortune telling",,,,
822,占,zhàn,zhan,"occupy; 占领 zhànlǐng capture",,,,
823,均,jūn,jun,"even; 平均 píngjūn average",,,,
824,永,yǒng,yong,"(=永远 yǒngyuǎn) always, forever, eternal",,,,
825,烈,liè,lie,"(=强烈 qiángliè) intense; 热烈 ardent; 烈士 martyr",,,,
826,奖,jiǎng,jiang,"prize, award; 奖金 bonus; 奖学金 scholarship",,,獎,
827,婆,pó,po,"old lady; 老婆 lǎopo wife",,,,
828,赶,gǎn,gan,"catch up",,,趕,
829,富,fù,fu,"(=富有 fùyǒu) rich; 丰富 fēngfù abundant; 财富 cáifù wealth",,,,
830,兰,lán,lan,"兰花 lánhuā orchid",,,蘭,
831,录,lù,lu,"record; 记录 jìlù take notes; 录音机 tape recorder",,,錄,
832,画,huà,hua,"draw, picture",,,畫,
833,遇,yù,yu,"meet; 遇到 yùdào encounter",,,,
834,顿,dùn,dun,"to pause, meal",,,頓,
835,艺,yì,yi,"skill, (=艺术 yìshù) art; 文艺 wényì literature and art",,,藝,
836,普,pǔ,pu,"普通 pǔtōng common; 普通话 Pǔtōnghuà Common Speach = Mandarin; 普遍 pǔbiàn universal",,,,
837,判,pàn,pan,"judge; 批判 pīpàn criticize",,,,
838,源,yuán,yuan,"(=来源 láiyuán) source, origin; 资源 zīyuán resources",,,,
839,亿,yì,yi,"100 million",,,億,
840,素,sù,su,"plain, white, vegetarian; 因素 yīnsù factor, element",,,,
841,船,chuán,chuan,"boat, ship; 渡船 dùchuán ferry; 宇宙飞船 yǔzhòu fēichuán ""cosmic flying boat"" = spaceship",,,,
842,继,jì,ji,"(=继续 jìxù) continue; 继承 jìchéng inherit",,,繼,
843,尚,shàng,shang,"esteem; 高尚 gāoshàng noble, lofty",,,,
843,尚,shang,shang,"和尚 héshang monk",,,,
844,嘴,zuǐ,zui,"(嘴巴 zuǐba) mouth; 嘴唇 zuǐchún lip",,,,
845,察,chá,cha,"观察 guānchá observe; 警察 jǐngchá police",,,,
846,雨,yǔ,yu,"rain; 雨水 rainwater; 暴风雨 bàofēngyǔ rainstorm",,,,
847,优,yōu,you,"excellent; 优良 fine; 优秀 outstanding; 优越 yōuyuè superior",,,優,
848,您,nín,nin,"<polite> you; 您贵姓 Nín guìxìng? (May I ask for) your family name, Sir/Madame?",,,,
849,险,xiǎn,xian,"(危险 wēixiǎn) danger; 保险 bǎoxiǎn insurance",,,險,
850,烟,yān,yan,"(F煙) smoke, cigarette, mist",,,,
850,烟,yīn,yin,(=氤),,,,
851,阶,jiē,jie,"(=台阶) steps; 阶级 class; 军阶 rank; 阶段 phase",,,階,
852,担,dān,dan,"carry on a shoulder pole",,,擔,
852,担,dàn,dan,"two buckets full, 50 kg.",,,,
853,散,sàn,san,"break up, distribute, dispel",,,,
853,散,sǎn,san,"fall apart, scattered",,,,
854,板,bǎn,ban,"board, hard, (F闆) 老板 lǎobǎn shopkeeper, proprietor, boss",,,,
855,钟,zhōng,zhong,"(F鐘) bell, clock; 三点钟 3 o'clock, (F鍾) 钟爱 zhōng'ài dote on, <family name>",,,,
856,访,fǎng,fang,"(=访问 fǎngwèn) visit; 采访 gather material",,,訪,
857,妹,mèi,mei,"(妹妹 mèimei) little sister; 姐妹 jiěmèi sisters",,,,
858,伸,shēn,shen,stretch,,,,
859,佛,Fó,Fo,"Buddha; 佛教 Fójiào Buddhism",,,,
859,佛,fú,fu,"仿佛 fǎngfú seem",,,,
860,限,xiàn,xian,"limit, bounds; 有限 limited; 限制 restrict",,,,
861,讨,tǎo,tao,"(=讨论 tǎolùn) discuss; 讨厌 tǎoyàn digusting",,,討,
862,临,lín,lin,"overlook, be adjacent to; 临时 temporary",,,臨,
863,吴,Wú,Wu,"<family name>, Wu Kingdom (222-280 A.D.)",,,吳,
864,摇,yáo,yao,shake,,,搖,
865,跳,tiào,tiao,"jump; 跳伞 tiàosǎn parachute; 跳舞 tiàowǔ dance",,,,
866,曲,qū,qu,"(=弯曲 wānqū) curved",,,,
866,曲,qǔ,qu,melody,,,,
867,练,liàn,lian,"white silk, (=练习 liànxí) practice",,,練,
868,构,gòu,gou,"结构 jiégòu structure; 构成 constitute; 构造",,,構,
869,玩,wán,wan,"play; 玩具 wánjù toy; 好玩儿 hǎowánr fun",,,,
870,玉,yù,yu,"(玉石 yùshí) jade; 玉米 yùmǐ corn",,,,
871,犯,fàn,fan,"violate; 犯罪 fànzuì commit a crime; 罪犯 criminal",,,,
872,厂,chǎng,chang,"(=工厂 gōngchǎng) factory",,,廠,
873,肯,kěn,ken,"be willing to, consent; 肯定 kěndìng definitely",,,,
874,协,xié,xie,"协作 xiézuò cooperate",,,協,
875,幸,xìng,xing,"good fortune, luck; 幸福 xìngfú happy",,,,
876,挥,huī,hui,"wave, wield; command an army; 挥手 wave (one's hand)",,,揮,
877,效,xiào,xiao,"(=效果 xiàoguǒ) effect, result; 有效 yǒuxiào effective",,,,
878,齐,qí,qi,"整齐 zhěngqí neat; 一齐 yìqí together",,,齊,
878,齐,zhāi,zhai,(=斋),,,,
878,齐,zī,zi,(=粢),,,,
879,封,fēng,feng,"to seal; 封建 feudal; 信封 envelope",,,,
880,温,wēn,wen,"(=温暖 wēnnuǎn) warm; 温度 wēndù temperature",,,溫,
881,疑,yí,yi,"(怀疑 huáiyí) doubt, suspect; 迟疑 chíyí hesitate",,,,
882,肉,ròu,rou,"flesh, meat; 肌肉 jīròu muscle",,,,
883,攻,gōng,gong,"(=进攻 jìngōng, =攻击 gōngjī) attack; 专攻 specialize in studying",,,,
884,纸,zhǐ,zhi,"paper; 报纸 bàozhǐ newspaper",,,紙,
885,策,cè,ce,"plan; 政策 zhèngcè policy",,,,
886,充,chōng,chong,"fill; 充分 chōngfèn full, ample; 充满 chōngmǎn full of",,,,
887,顶,dǐng,ding,"top, <classifier for hats etc.>; 一顶帽子 yì dǐng màozi a hat",,,頂,
888,寻,xún,xun,"(=寻找 xúnzhǎo) seek",,,尋,
888,寻,xín,xin,"寻思 xínsi",,,,
889,宁,nìng,ning,"(=宁愿 nìngyuàn, 宁可 jìngkě) prefer, rather",,,寧,
889,宁,níng,ning,"宁静 tranquil",,,,
890,沙,shā,sha,"sand; 沙漠 shāmò desert; 沙丘 shāqiū dune; 沙发 shāfā <loan> sofa",,,,
891,防,fáng,fang,"embankment, guard, protect, anti-",,,,
892,抓,zhuā,zhua,"grab, seize, arrest, attract, scratch",,,,
893,例,lì,li,"(=例子 lìzi) example; 例如 lìrú for instance",,,,
894,股,gǔ,gu,"thigh, section",,,,
895,卖,mài,mai,"sell; 苹果怎么卖? Píngguǒ zěnme mài? How much are the apples?",,,賣,
896,顺,shùn,shun,"along, in the same direction as, obey, suitable",,,順,
897,警,jǐng,jing,"警察 jǐngchá police; 警告 jǐnggào warn",,,,
898,梦,mèng,meng,dream,,,夢,
899,剧,jù,ju,"drama, play, opera; 剧烈 jùliè severe",,,劇,
900,善,shàn,shan,"good; 改善 gǎishàn improve; 善于 be good at",,,,
901,蒙,méng,meng,"to cover, ignorant",,,,
901,蒙,mēng,meng,cheat,,,,
901,蒙,Měng,Meng,"蒙古 Měnggǔ Mongolia",,,,
902,票,piào,piao,ticket,,,,
903,良,liáng,liang,"(优良 yōuliáng, 良好) good; 良心 liángxīn conscience",,,,
904,范,fàn,fan,"<family name>; (F範) 范围 fànwéi scope, range; 模范 mófàn model, fine example",,,,
905,坚,jiān,jian,"hard, solid, firmly; 坚持 persist; 坚定 firm",,,堅,
906,端,duān,duan,"hold sth. level with both hands, extremity, end",,,,
907,靠,kào,kao,"lean on, rely on, keep close to, come up to, near",,,,
908,杂,zá,za,"mixed; 复杂 fùzá complicated; 杂志 zázhì magazine",,,雜,
908,杂,zā,za,"拉里拉杂 lālilāzā rambling",,,,
909,贵,guì,gui,"expensive, valuable",,,貴,
910,怒,nù,nu,"anger, rage",,,,
911,稿,gǎo,gao,"stalk of grain, draft, sketch, manuscript",,,,
912,拍,pāi,pai,"clap, paddle; 乒乓拍 pīngpāngpāi ping-pong paddle",,,,
913,率,lǜ,lǜ,"rate, proportion; 频率 pínlǜ frequency",,,,
913,率,shuài,shuai,"率领 shuàilǐng lead, command",,,,
914,旧,jiù,jiu,"old (not new) (compare with 老 lǎo old, not young; 新 xīn new)",,,舊,
915,掉,diào,diao,"drop, fall",,,,
916,啦,la,la,"corresponding to 了 le plus 啊 a, <interjection indicating excitement/doubt>",,,,
916,啦,lā,la,"呼啦啦 hūlālā flapping sound",,,,
916,啦,lá,la,"啦啦 lálá chat, gossip, jaw; 啦呱 láguā chat, gossip",,,,
917,莫,mò,mo,"nothing; not; 莫大 mòdà greatest; 莫名其妙 mòmíngqímiào baffling, inexplicable",,,,
918,授,shòu,shou,"award, give; teach; 教授 jiàoshòu professor",,,,
919,守,shǒu,shou,"guard; 保守 bǎoshǒu conservative",,,,
920,油,yóu,you,"oil; 汽油 qìyóu gasoline; 酱油 jiàngyóu soy sauce",,,,
920,油,yōu,you,"绿油油 lǜyōuyōu bright/fresh green; 碧油油 bìyōuyōu bluish green",,,,
921,恩,ēn,en,"kindness; 周恩来 Zhōu ēnlái",,,,
922,积,jī,ji,"accumulate; 积极 jījí positive; 面积 area",,,積,
923,益,yì,yi,"(=利益 lìyì) advantage, profìt",,,,
924,县,xiàn,xian,"county; 县长 xiànzhǎng county magistrate",,,縣,
925,哭,kū,ku,"cry, weep",,,,
926,罢,bà,ba,"stop; 罢工 strike; 罢了 bàle that's all",,,罷,
926,罢,pí,pi,"(=疲) tired, weary, exhausted",,,,
927,庭,tíng,ting,"家庭 jiātíng family; 法庭 court; 庭院 courtyard",,,,
928,窗,chuāng,chuang,"(=窗户 chuānghu, =窗口 chuāngkǒu) window; 窗帘 curtain",,,,
929,扬,yáng,yang,"raise; 发扬 fāyáng develop, promote",,,揚,
930,忘,wàng,wang,"(=忘记 wàngjì) forget",,,,
930,忘,wáng,wang,忘八,,,,
931,午,wǔ,wu,"中午 noon; 上午 morning; 下午 afternoon; 午饭 lunch",,,,
932,卡,kǎ,ka,"block, calory, card",,,,
932,卡,qiǎ,qia,checkpoint,,,,
933,雪,xuě,xue,"snow; 雪花 xuěhuā snowflake; 滑雪 huáxuě to ski",,,,
934,菜,cài,cai,"vegetable, dish",,,,
935,牌,pái,pai,"tablet, brand, cards, dominoes; 牌子 páizi sign, label, logo",,,,
936,牛,niú,niu,"ox, cow, bull; 牛奶 niúnǎi milk",,,,
937,脱,tuō,tuo,"take off; 脱离 tuōlí break away",,,脫,
938,博,bó,bo,"abundant, plentiful; 博士 Ph.D.; 博爱 universal love; 博物馆 bóqùguǎn museum",,,,
939,丈,zhàng,zhang,"10 chǐ = 3 1/3 meters, to measure land, male elder relative/person; 丈夫 zhàngfu husband",,,,
940,弹,dàn,dan,"炸弹 bomb; 子弹 bullet",,,彈,
940,弹,tán,tan,"弹吉他 play guitar",,,,
941,洲,zhōu,zhou,"continent; 亚洲 Yàzhōu Asia; 欧洲 ōuzhōu Europe; 非洲 Fēizhōu Africa",,,,
942,松,sōng,song,"pine tree; 松鼠 squirrel, (F鬆) loose",,,,
943,坏,huài,huai,"(F壞) bad",,,,
943,坏,pī,pi,(=坯),,,,
944,邓,Dèng,Deng,"<family name>",,,鄧,
945,鲜,xiān,xian,fresh,,,鮮,
945,鲜,xiǎn,xian,"few, rare; 朝鲜 Korea",,,,
946,短,duǎn,duan,"short (opposite of 长 cháng)",,,,
947,毕,bì,bi,"毕业 bìyè graduate; 毕竟 bìjìng after all",,,畢,
948,置,zhì,zhi,"put, place; 位置 wèizhi position",,,,
949,楚,chu,chu,"清楚 qīngchu clear",,,,
949,楚,chǔ,chu,"苦楚 kǔchǔ misery",,,,
950,欧,ōu,ou,"欧洲 ōuzhōu Europe; 欧姆 ōumǔ ohm",,,歐,
951,略,lüè,lüe,"brief, slight; 略微 lüèwēi slightly",,,,
952,智,zhì,zhi,"智慧 zhìhuì wisdom; 智力 zhìlì intellegence",,,,
953,岛,dǎo,dao,island,,,島,
954,抗,kàng,kang,"(=抵抗 dǐkàng) resist; 反抗 revolt; 抗议 protest",,,,
955,妻,qī,qi,"(=妻子 qīzi) wife",,,,
956,抱,bào,bao,"hug, embrace",,,,
957,载,zài,zai,"carry, be loaded with",,,載,
957,载,zǎi,zai,"记载 put down in writing",,,,
958,败,bài,bai,"(失败 shībài) lose, be defeated; 腐败 fǔbài corrupt",,,敗,
959,枪,qiāng,qiang,gun,,,槍,
959,枪,chēng,cheng,"欃枪 chánchēng comet",,,,
960,适,shì,shi,"合适 héshì suitable, appropriate",,,適,
960,适,dí,di,"适从 dícóng follow, go to",,,,
961,虚,xū,xu,"empty, void; 谦虚 qiānxū modest; 虚心 xūxīn open-minded; 空虚 kōngxū hollow",,,虛,
962,预,yù,yu,"预备 prepare; 预先 beforehand; 预报 forecast",,,預,
963,睛,jīng,jing,eye,,,,
963,睛,jing,jing,"眼睛 yǎnjing eye",,,,
964,刺,cì,ci,"thorn, prick, stab, irritate, (=刺杀 cìshā) assassinate",,,,
964,刺,cī,ci,wham,,,,
965,爹,diē,die,"dad; 爹爹 diēdie daddy; 爹地 diēdì daddy",,,,
966,纷,fēn,fen,"纷纷 one after another; 纠纷 jiūfēn dispute; 纷乱",,,紛,
967,介,jiè,jie,"介绍 jièshào introduce; 介词 preposition",,,,
968,括,kuò,kuo,"包括 bāokuò include; 概括 gàikuò generalize",,,,
969,销,xiāo,xiao,"melt (metal), remove, sell; 脱销 sold out",,,銷,
970,降,jiàng,jiang,"fall, descend",,,,
970,降,xiáng,xiang,"投降 tóuxiáng surrender",,,,
971,鱼,yú,yu,"fish; 金鱼 jīnyú goldfish; 鲨鱼 shāyú shark",,,魚,
972,奔,bēn,ben,"run fast, flee",,,,
972,奔,bèn,ben,"go straight towards",,,,
973,忍,rěn,ren,"endure, tolerate; 忍不住 rénbuzhù can't bear, can't resist",,,,
974,宗,zōng,zong,"ancestor, clan, faction; 宗教 religion; 祖宗 ancestry",,,,
975,盘,pán,pan,"disk, tray; 算盘 suànpán abacus; 棋盘 chessboard",,,盤,
976,耳,ěr,er,"(=耳朵 ěrduo) ear; 耳机 earphone, headphones",,,,
977,野,yě,ye,wild,,,,
978,讯,xùn,xun,"interrogate; 通讯 tōngxùn news report",,,訊,
979,配,pèi,pei,"match, deserve; 分配 distribute; 配合 pèihé cooperate",,,,
980,禁,jìn,jin,"(禁止 jìnzhǐ) prohibit",,,,
980,禁,jīn,jin,"endure; 不禁 bùjīn can't resist (doing something)",,,,
981,索,suǒ,suo,"rope; 思索 sīsuǒ think deeply; 索性 suǒxìng simply, just",,,,
982,赵,Zhào,Zhao,"<family name>",,,趙,
983,默,mò,mo,"silent; 默默 mòmò silently; 沉默 chénmò reticent; 幽默 yōumò humor",,,,
984,徒,tú,tu,"on foot, follower; 徒弟 túdi apprentice; 匪徒 fěitú gangster",,,,
985,架,jià,jia,"frame, rack, shelf, put up, <classifier for planes, radios etc.>; 一架飞机 yí jià fēijī an aeroplane; 书架 shūjià bookshelf",,,,
986,灯,dēng,deng,lamp,,,燈,
987,峰,fēng,feng,"mountain peak",,,,
988,状,zhuàng,zhuang,"(=状态 zhuàngtài, =状况 zhuàngkuàng) condition, state of affairs",,,狀,
989,款,kuǎn,kuan,fund,,,,
990,移,yí,yi,"(=移动 yídòng) move; 转移 shift, transform; 移植 transplant",,,,
991,爸,bà,ba,"dad; 爸爸 bàba daddy",,,,
992,托,tuō,tuo,"hold in the palm, rely on; 委托 wěituō entrust",,,,
993,洪,hóng,hong,"(=洪水 hóngshuǐ) flood, vast, <family name>; 洪亮 hóngliàng loud and clear, magnanimity",,,,
994,升,shēng,sheng,"liter, rise, ascend",,,,
995,伙,huǒ,huo,"<classifier for groups, crowds, bands etc.>, group of people. (=伙伴 huǒbàn) partner; 家伙 jiāhuo fellow",,,,
996,订,dìng,ding,"conclude (compare with 定 dìng decide)",,,訂,
997,毫,háo,hao,"long fine hair, milli-; 毫不 háobù not at all",,,,
998,狐,hú,hu,"狐狸 húli fox",,,,
999,镇,zhèn,zhen,"town, press down, calm, cool",,,鎮,
1000,床,chuáng,chuang,"bed; 床单 chuángdān sheet; 河床 river bed",,,,
1001,互,hù,hu,"互相 hùxiāng each other; 相互 xiānghù mutually, reciprocal",,,,
1002,套,tào,tao,"set, cover; 手套 glove; 一套衣服 yí tào yīfu a (full) suit (of clothing)",,,,
1003,旅,lǚ,lǚ,"(=旅行 lǚxíng) travel; 旅馆 lǚguǎn inn; 旅行社 lǚxíngshè travel agency",,,,
1004,逃,táo,tao,"(逃跑 táopǎo) escape, flee",,,,
1005,骂,mà,ma,"curse; 妈妈骂马吗? Māma mà mǎ ma? Does mama curse the horse?",,,罵,
1006,输,shū,shu,"transport, lose (compare with 赢 yíng win)",,,輸,
1007,唱,chàng,chang,"sing; 唱歌",,,,
1008,靖,jìng,jing,"绥靖 suíjìng pacify, appease",,,,
1009,秘,mì,mi,"秘密 mìmì secret; 秘书 secretary",,,,
1009,秘,bì,bi,"秘鲁 Peru",,,,
1010,词,cí,ci,"word; 词典 cídiǎn dictionary; 动词 dòngxí verb; 词汇 cíhuì vocabulary",,,詞,
1011,困,kùn,kun,"(=困难 kùnnán) difficult, (F睏) tired",,,,
1012,泪,lèi,lei,"(眼泪, 泪水) tear; 泪珠 teardrop",,,淚,
1013,熟,shú,shu,"cooked, ripe, familiar; 熟悉 shúxī know well",,,,
1013,熟,shóu,shou,"<colloquial variant>",,,,
1014,财,cái,cai,"wealth; 发财 fācài get rich",,,財,
1015,鬼,guǐ,gui,"ghost; (魔鬼 móguǐ) devil; 鬼子 guǐzi foreign devil",,,,
1016,骨,gǔ,gu,"(骨头 gǔtou) bone",,,,
1016,骨,gū,gu,"骨碌 gūlu roll",,,,
1017,申,shēn,shen,explain,,,,
1018,欲,yù,yu,"desire, wish; 欲望 yùwàng desire, lust",,,,
1019,征,zhēng,zheng,"journey; 长征 The Long March, attack, (F徵) evidence, levy",,,,
1020,私,sī,si,"(私人) personal, (=私有 sīyǒu) privately owned, be private, (=自私 zìsī) selfish",,,,
1021,舞,wǔ,wu,"(跳舞 tiàowǔ) dance",,,,
1022,秋,qiū,qiu,"autumn, fall; 春夏秋冬 chūnxiàiūdōng the four seasons",,,,
1023,巨,jù,ju,"(=巨大 jùdà) huge, gigantic",,,,
1024,迎,yíng,ying,"(欢迎 huānyíng) welcome",,,,
1025,秀,xiù,xiu,"优秀 yōuxiù excellent; 秀才 xiùcai scholar",,,,
1026,搞,gǎo,gao,do,,,,
1027,丁,dīng,ding,"4th in a series, cubes (in food preparation), <family name>",,,,
1027,丁,zhēng,zheng,"丁丁 zhēngzhēng clang, clank",,,,
1028,吸,xī,xi,"inhale; 呼吸 hūxī breathe; 吸收 xīshōu absorb; 吸引 xīyǐn attract",,,,
1029,审,shěn,shen,"审判 shěnpàn bring to trial; 审问 interrogate",,,審,
1030,遍,biàn,bian,"all over, everywhere; 普遍 universal, <classifier for repetitive times/occurrences>; 再说一遍! Zài shuō yí biàn! Say (it) once more!",,,,
1031,墙,qiáng,qiang,"(=墙壁 qiángbì) wall",,,牆,
1032,朱,zhū,zhu,"vermilion, bright red",,,,
1033,圣,shèng,sheng,"holy; 圣人 sage, saint; 圣诞节 Shèngdànjié Christmas",,,聖,
1034,避,bì,bi,"(避免 bìmiǎn) avoid; 逃避 táobì escape, evade",,,,
1035,跃,yuè,yue,leap,,,躍,
1036,忌,jì,ji,"envy, avoid, quit; 忌讳 jìhui taboo",,,,
1037,桌,zhuō,zhuo,"table; 一张桌子 yì zhāng zhuōzi one table",,,,
1038,执,zhí,zhi,"hold in hand; 执行 zhíxíng carry out",,,執,
1039,悲,bēi,bei,"悲哀 grieved; 悲观 pessimistic; 悲剧 tragedy",,,,
1040,域,yù,yu,"(math:) field; 领域 territory; 流域 valley; 区域 region",,,,
1041,晓,xiǎo,xiao,"dawn; (晓得 xiǎode) know",,,曉,
1042,弄,nòng,nong,"do; 弄臣 nòngchén court jester",,,,
1042,弄,lòng,long,"里弄 alley",,,,
1043,亡,wáng,wang,"flee, lose, die",,,,
1044,桥,qiáo,qiao,bridge,,,橋,
1045,辈,bèi,bei,"generation; 先辈 older generation, ancestors",,,輩,
1046,闪,shǎn,shan,"(闪开) get out of the way, flash; 闪电 lightning",,,閃,
1047,隐,yǐn,yin,"hidden; 隐约 yǐnyuē faint, indistinct",,,隱,
1048,劲,jìn,jin,"strength, energy, spirit",,,勁,
1048,劲,jìng,jing,强劲,,,,
1049,闹,nào,nao,"(热闹) noisy; 闹钟 alarm clock",,,鬧,
1050,恐,kǒng,kong,"(=恐怕 kǒngpà) I'm afraid; 恐怖 kǒngbù terror",,,,
1051,呀,ya,ya,"<sentence final particle like 啊 a>",,,,
1051,呀,yā,ya,"ah, oh",,,,
1052,付,fù,fu,pay,,,,
1053,敬,jìng,jing,"(尊敬 zūnjìng) respect",,,,
1054,监,jiān,jian,"监狱 prison; 监督 supervise",,,監,
1054,监,jiàn,jian,eunuch,,,,
1055,厅,tīng,ting,"hall; 餐厅 cāntīng dining room",,,廳,
1056,库,kù,ku,"warehouse; 数据库 shùjùkù database",,,庫,
1057,震,zhèn,zhen,"shake, shock; 地震 earthquake",,,,
1058,材,cái,cai,"(=材料 cáiliào) material; 教材 jiàocái teaching material",,,,
1059,冰,bīng,bing,"ice; 冰箱 bīngxiāng refrigerator; 冰凉 bīngliáng ice-cold; 冰岛 Bīngdǎo Iceland; 冰淇淋 bīngqilín icecream",,,,
1060,醒,xǐng,xing,"become sober, wake up; 提醒 remind",,,,
